Road,Suburb,Latitude,Longitude,Formatted_Address
Skyline Road,EILDON,-37.2220152,145.8596858,"Skyline Road, Eildon VIC 3713, Australia"
Sladen Street,CRANBOURNE,-38.1115733,145.272486,"Sladen Street, Cranbourne VIC 3977, Australia"
Smithfield Road,KENSINGTON,-37.7878573,144.9248627,"Smithfield Road, Kensington VIC 3031, Australia"
Smiths Lane,PEARCEDALE,-38.1813726,145.2580442,"Smiths Lane, Pearcedale VIC 3912, Australia"
Smythes Road,DELACOMBE,-37.5904791,143.8063527,"Smythes Road, Delacombe VIC 3356, Australia"
Snake Gully Drive,BUNDOORA,-37.7039574,145.0502449,"Snake Gully Drive, Bundoora VIC 3086, Australia"
Sneydes Road,WERRIBEE,-37.8979385,144.7031875,"Sneydes Road, Werribee VIC 3030, Australia"
Snow Road,OXLEY,-36.4407812,146.3675283,"Snow Road, Oxley VIC 3678, Australia"
Somerton Park Road,SALE,-38.0815155,147.1006461,"Somerton Park Road, Sale VIC 3850, Australia"
Somerton Road,GREENVALE,-37.6336407,144.871261,"Somerton Road, Greenvale VIC 3059, Australia"
Somerton Road,BULLA,-37.642053,144.810325,"Bulla (Bulla), VIC, Australia"
Somerville  Road,YARRAVILLE,-37.8113004,144.8699159,"Somerville Road, Yarraville VIC 3013, Australia"
Somerville Road,SUNSHINE WEST,-37.8055686,144.8159611,"Somerville Road, Sunshine West VIC 3020, Australia"
Somerville Road,YARRAVILLE,-37.8113004,144.8699159,"Somerville Road, Yarraville VIC 3013, Australia"
South Gippsland Highway,KOO WEE RUP,-38.2112018,145.4318378,"South Gippsland Highway, Melbourne VIC 3981, Australia"
South Gippsland Highway,DANDENONG SOUTH,-38.0140938,145.2319138,"South Gippsland Highway, Dandenong South VIC 3175, Australia"
South Gippsland Highway,CRANBOURNE EAST,-38.1209892,145.2884381,"South Gippsland Highway, Cranbourne East VIC 3977, Australia"
South Gippsland Highway,CLYDE,-38.1524,145.3164606,"South Gippsland Highway, Clyde VIC 3978, Australia"
South Gippsland Highway,DEVON MEADOWS,-38.1508134,145.3157725,"South Gippsland Highway, Devon Meadows VIC 3977, Australia"
South Gippsland Highway,YARRAM,-38.5568997,146.7805364,"South Gippsland Highway, Yarram VIC 3971, Australia"
South Gippsland Highway,LANG LANG,-38.2501239,145.5425011,"South Gippsland Highway, Melbourne VIC 3984, Australia"
South Gippsland Highway,LYNBROOK,-38.038193,145.246176,"South Gippsland Highway Off Ramp, Dandenong South VIC 3975, Australia"
South Gippsland Highway,TOORADIN,-38.1886687,145.3468332,"South Gippsland Highway, Devon Meadows VIC 3980, Australia"
South Gippsland Highway,ALBERTON,-38.63257,146.5645565,"South Gippsland Highway, Alberton VIC 3967, Australia"
South Gippsland Highway,HEDLEY,-38.63257,146.5645565,"South Gippsland Highway, Alberton VIC 3967, Australia"
South Gippsland Highway,LONGFORD,-38.233705,147.0544044,"South Gippsland Highway, Longford VIC 3851, Australia"
South Gippsland Highway,STRADBROKE,-38.233705,147.0544044,"South Gippsland Highway, Longford VIC 3851, Australia"
South Gippsland Highway,FIVE WAYS,-38.17788,145.336653,"South Gippsland Highway, Clyde VIC 3977, Australia"
South Gippsland Highway,RUBY,-38.4675382,145.9370231,"South Gippsland Highway, Leongatha VIC 3953, Australia"
South Gippsland Highway,WELSHPOOL,-38.6652971,146.4308877,"South Gippsland Highway, Welshpool VIC 3966, Australia"
South Road,MOORABBIN,-37.9385856,145.0754124,"South Road, Moorabbin VIC 3189, Australia"
South Road,HAMPTON,-37.9318799,145.0248545,"South Road, Hampton VIC 3188, Australia"
South Street,HADFIELD,-37.7154765,144.9505126,"South Street, Hadfield VIC 3046, Australia"
South Valley Road,HIGHTON,-38.1725957,144.3182901,"South Valley Road, Highton VIC 3216, Australia"
Southern Road,HEIDELBERG HEIGHTS,-37.7425893,145.0525627,"Southern Road, Heidelberg Heights VIC 3081, Australia"
Specimen Hill Road,GOLDEN SQUARE,-36.76369,144.2475632,"Specimen Hill Road, Golden Square VIC 3555, Australia"
Specimen Hill Road,GOLDEN SQUARE,-36.76369,144.2475632,"Specimen Hill Road, Golden Square VIC 3555, Australia"
Spence Street,KEILOR PARK,-37.7203646,144.8540254,"Spence Street, Keilor Park VIC 3042, Australia"
Spencer Street,MELBOURNE,-37.8076239,144.9476794,"Spencer Street, West Melbourne VIC 3003, Australia"
Spring Gully Road,SPRING GULLY,-36.7912789,144.2848153,"Spring Gully Road, Spring Gully VIC 3550, Australia"
Spring Road,DINGLEY VILLAGE,-37.9818787,145.1389636,"Spring Road, Dingley Village VIC 3172, Australia"
Spring Road,SPRINGVALE SOUTH,-37.9667391,145.1403111,"Spring Road, Springvale South VIC 3172, Australia"
Spring Street,PRESTON,-37.7306261,145.0004964,"Spring Street, Preston VIC 3072, Australia"
Springbank Road,BULLAROOK,-37.5290645,144.0281012,"Springbank Road, Shire of Moorabool VIC 3352, Australia"
Springfield Road,BLACKBURN NORTH,-37.8097875,145.1466455,"Springfield Road, Blackburn North VIC 3130, Australia"
Springfield Road,MITCHAM,-37.8066607,145.1903677,"Springfield Road, Mitcham VIC 3132, Australia"
Springs Road,CLARINDA,-37.9384685,145.1077554,"Springs Road, Clayton South VIC 3169, Australia"
Springvale Road,FOREST HILL,-37.8443396,145.1706905,"Springvale Road, Forest Hill VIC 3131, Australia"
Springvale Road,NUNAWADING,-37.808396,145.177709,"Springvale Road, Nunawading VIC 3131, Australia"
Springvale Road,KEYSBOROUGH,-38.026435,145.133497,"Springvale Road Offramp, Chelsea Heights VIC 3195, Australia"
St Aidans Road,KENNINGTON,-36.7648753,144.3031028,"St Aidans Road, Kennington VIC 3550, Australia"
St Albans Road,ST ALBANS,-33.3128254,150.9626103,"Saint Albans Road, St Albans NSW 2775, Australia"
St Albans Road,SUNSHINE NORTH,-37.7676068,144.8175337,"St Albans Road, Sunshine North VIC 3020, Australia"
St Arnaud-Wycheproof Road,WOOROONOOK,-36.2581184,143.2040817,"St Arnaud - Wycheproof Road, Shire of Buloke VIC 3525, Australia"
St Georges Road,CORIO,-38.0860923,144.3745298,"St Georges Road, Corio VIC 3214, Australia"
St Georges Road,TOORAK,-37.8408058,145.0187263,"St Georges Road, Toorak VIC 3142, Australia"
St Helena Road,ST HELENA,-37.6915953,145.1302694,"St Helena Road, St Helena VIC 3088, Australia"
St James Road,ROSANNA,-37.7464927,145.0593344,"St James Road, Rosanna VIC 3084, Australia"
St Kilda Road,ST KILDA,-37.8550588,144.9827488,"St Kilda Road, St Kilda VIC 3182, Australia"
Stagecoach Boulevard,SOUTH MORANG,-37.6438082,145.0992666,"Stagecoach Boulevard, South Morang VIC 3752, Australia"
Stanley Road,SILVER CREEK,-20.466556,148.47518426800002,"Silver Creek, Whitsunday Regional, QLD, Australia"
Station Road,MELTON SOUTH,-37.7028708,144.5751191,"Station Road, Melton South VIC 3338, Australia"
Station Street,EPSOM,-36.69641,144.3227284,"Station Street, Epsom VIC 3551, Australia"
Station Street,FAIRFIELD,-37.7846816,145.0171456,"Station Street, Fairfield VIC 3078, Australia"
Station Street,NUNAWADING,-37.8199055,145.1806775,"Station Street, Nunawading VIC 3131, Australia"
Station Street,OFFICER,-38.060655,145.4100079,"Station Street, Officer VIC 3809, Australia"
Station Street,POREPUNKAH,-36.702877,146.9239823,"Station Street, Porepunkah VIC 3740, Australia"
Station Street,PORT MELBOURNE,-37.8317196,144.9469885,"Station Street, Port Melbourne VIC 3207, Australia"
Station Street,BOX HILL,-37.8188844,145.1236649,"Station Street, Box Hill VIC 3128, Australia"
Station Street,BOX HILL NORTH,-37.8126036,145.1249655,"Station Street, Box Hill North VIC 3129, Australia"
Station Street,BOX HILL SOUTH,-37.8397639,145.1218694,"Station Street, Box Hill South VIC 3128, Australia"
Stawell-Warracknabeal Road,WARRACKNABEAL,-36.2618872,142.4086081,"Stawell - Warracknabeal Road, Warracknabeal VIC 3393, Australia"
Stawell-Warracknabeal Road,GLENORCHY,-36.9466011,142.6588185,"Stawell - Warracknabeal Road, Glenorchy VIC 3385, Australia"
Stawell-Warracknabeal Road,SHEEP HILLS,-36.3530866,142.5064773,"Stawell - Warracknabeal Road, Minyip VIC 3392, Australia"
Stead Street,SALE,-38.1049851,147.0888634,"Stead Street, Sale VIC 3850, Australia"
Stephensons Road,MOUNT WAVERLEY,-37.8761302,145.1290311,"Stephensons Road, Mount Waverley VIC 3149, Australia"
Sternberg Street,KENNINGTON,-36.7680156,144.2922261,"Sternberg Street, Kennington VIC 3550, Australia"
Stony Point Road,CRIB POINT,-38.3600121,145.1974058,"Stony Point Road, Crib Point VIC 3919, Australia"
Strachans Road,MORNINGTON,-38.2337261,145.0316962,"Strachans Road, Mornington VIC 3931, Australia"
Stratford-Maffra Road,MAFFRA,-37.971539,146.9844301,"Stratford-Maffra Road, Maffra VIC 3860, Australia"
Strathallan Road,MACLEOD,-37.7236955,145.0730448,"Strathallan Road, Macleod VIC 3085, Australia"
Strickland Road,EAST BENDIGO,-36.7510351,144.2957726,"Strickland Road, Bendigo VIC 3550, Australia"
Strzelecki Highway,BERRYS CREEK,-38.4452265,146.0105566,"Strzelecki Highway, Shire of South Gippsland VIC 3953, Australia"
Strzelecki Highway,MIRBOO NORTH,-38.3924038,146.1417506,"Strzelecki Highway, Shire of South Gippsland VIC 3871, Australia"
Strzelecki Highway,DRIFFIELD,-38.2802127,146.3205923,"Strzelecki Highway, City of Latrobe VIC 3840, Australia"
Stud Road,ROWVILLE,-37.9053492,145.2370844,"Stud Road, Rowville VIC 3178, Australia"
Studley Park Road,KEW,-37.8072325,145.0276798,"Studley Park Road, Kew VIC 3101, Australia"
Studley Road,EAGLEMONT,-37.762337,145.0541601,"Studley Road, Eaglemont VIC 3084, Australia"
Sturt Highway,KARAWINNA,-34.3795088,141.6972446,"Karawinna, Merrinee VIC 3496, Australia"
Sturt Highway,YARRARA,-34.4043347,141.423605,"Yarrara, Meringur VIC 3496, Australia"
Sturt Highway,MERBEIN SOUTH,-34.2265877,142.0023873,"Sturt Highway, Merbein South VIC 3505, Australia"
Sturt Highway,MERINGUR,-34.2745792,141.1946723,"Sturt Highway, Meringur VIC 3490, Australia"
Sturt Highway,MERRINEE,-34.37018,141.79775,"Werrimull (Merrinee), VIC, Australia"
Sturt Highway,WARGAN,-34.2587274,141.8408739,"Sturt Highway, Wargan VIC 3505, Australia"
Summerhill Road,GLEN IRIS,-37.8551778,145.0759898,"Summerhill Road, Glen Iris VIC 3146, Australia"
Sunbury Road,SUNBURY,-37.6071619,144.7704261,"Sunbury Road, Bulla VIC 3429, Australia"
Sunraysia Highway,LAMPLOUGH,-37.1864793,143.5262867,"Sunraysia Highway, Lexton VIC 3352, Australia"
Sunraysia Highway,LEARMONTH,-37.4457246,143.7493492,"Sunraysia Highway, Learmonth VIC 3352, Australia"
Sunraysia Highway,TANWOOD,-36.9663796,143.3599117,"Sunraysia Highway, Shire of Pyrenees VIC 3478, Australia"
Sunraysia Highway,GAMA,-36.861941,143.331593,"Sunraysia Highway, Carapooee VIC 3477, Australia"
Sunraysia Highway,CARAPOOEE,-36.7010704,143.2825957,"Sunraysia Highway, Shire of Northern Grampians VIC 3477, Australia"
Sunraysia highway,SWANWATER,-36.5071902,143.091651,"Sunraysia Highway, Shire of Northern Grampians VIC 3480, Australia"
Sunraysia Highway,BRONZEWING,-36.861941,143.331593,"Sunraysia Highway, Carapooee VIC 3477, Australia"
Sunraysia Highway,GYPSUM,-36.147441,142.858954,"Sunraysia Highway, Watchem VIC 3482, Australia"
Sunraysia Highway,BIRCHIP,-35.9823159,142.9011511,"Sunraysia Highway, Birchip VIC 3483, Australia"
Sunraysia Highway,DONALD,-36.3744089,142.9863863,"Sunraysia Highway, Donald VIC 3480, Australia"
Sunshine Avenue,KEILOR DOWNS,-37.7239882,144.8087143,"Sunshine Avenue, Keilor Downs VIC 3038, Australia"
Sunshine Avenue,TAYLORS LAKES,-37.7036369,144.8014778,"Sunshine Avenue, Taylors Lakes VIC 3038, Australia"
Surrey Road,BLACKBURN NORTH,-37.8018058,145.1594923,"Surrey Road, Blackburn North VIC 3130, Australia"
Sussex Street,COBURG NORTH,-37.7276311,144.9501863,"Sussex Street, Pascoe Vale VIC 3058, Australia"
Sutton Street,WARRAGUL,-38.1528337,145.9377973,"Sutton Street, Warragul VIC 3820, Australia"
Swansea Road,LILYDALE,-37.7799801,145.3631713,"Swansea Road, Lilydale VIC 3140, Australia"
Swansea Road,MONTROSE,-37.8092921,145.3462815,"Swansea Road, Montrose VIC 3765, Australia"
Sydenham Road,SYDENHAM,-37.6973881,144.770686,"Sydenham Road, Sydenham VIC 3037, Australia"
Sydney Road,CAMPBELLFIELD,-37.6625921,144.9541987,"Sydney Road, Campbellfield VIC 3061, Australia"
Sydney Road,CRAIGIEBURN,-37.5901421,144.9108265,"Craigieburn, Melbourne, VIC, Australia"
Sydney Road,FAWKNER,-37.690918,144.9581555,"Sydney Road, Fawkner VIC 3060, Australia"
Sydney Street,ALBION,-37.7820129,144.8224527,"Sydney Street, Albion VIC 3020, Australia"
Symonds Street,GOLDEN SQUARE,-36.7733546,144.2343301,"Symonds Street, Bendigo VIC 3555, Australia"
Taggerty-Thornton Road,THORNTON,-37.2552704,145.7968187,"Taggerty - Thornton Road, Thornton VIC 3712, Australia"
Tallarook Street,SEYMOUR,-37.0195655,145.1290928,"Tallarook Street, Seymour VIC 3660, Australia"
Tannery Lane,MANDURANG,-36.8142463,144.3233921,"Tannery Lane, Bendigo VIC 3551, Australia"
Tarcombe Road,SEYMOUR,-37.0182564,145.1476002,"Tarcombe Road, Seymour VIC 3660, Australia"
Tarcombe Street,EUROA,-36.7451476,145.5850409,"Tarcombe Street, Euroa VIC 3666, Australia"
Tarneit Road,HOPPERS CROSSING,-37.8676835,144.6658458,"Tarneit Road, Hoppers Crossing VIC 3029, Australia"
Tarneit Road,TARNEIT,-37.8172885,144.6754218,"Tarneit Road, Tarneit VIC 3029, Australia"
Tarneit Road,WERRIBEE,-37.895565,144.664473,"Tarneit Road, Werribee VIC 3030, Australia"
Tatura-Undera Road,GILLIESTON,-36.3577758,145.222816,"Tatura - Undera Road, Tatura VIC 3616, Australia"
Taylor Street,ASCOT,-36.7068143,144.3290229,"Taylor Street, Ascot VIC 3551, Australia"
Taylors Road,TAYLORS HILL,-37.7237103,144.7488871,"Taylors Road, Taylors Hill VIC 3037, Australia"
Taylors Road,CAROLINE SPRINGS,-37.7224157,144.7379864,"Taylors Road, Caroline Springs VIC 3023, Australia"
Taylors Road,KEILOR DOWNS,-37.7277101,144.7916505,"Taylors Road, Delahey VIC 3037, Australia"
Taylors Road,ST ALBANS,-37.7276052,144.7825227,"Taylors Road, St Albans VIC 3021, Australia"
Taylors Road,PLUMPTON,-37.715806,144.685755,"Taylors Road, Plumpton VIC 3335, Australia"
Taylors Road,DELAHEY,-37.7261721,144.7699679,"Taylors Road, Delahey VIC 3037, Australia"
Templeton Street,WANTIRNA,-37.8587169,145.2280898,"Templeton Street, Wantirna VIC 3152, Australia"
Templewood Crescent,AVONDALE HEIGHTS,-37.7620859,144.8623891,"Templewood Crescent, Avondale Heights VIC 3034, Australia"
Tennyson Street,ELWOOD,-37.88242825,144.99240652372472,"Tennyson Street, Elwood VIC 3184, Australia"
Tenth Street,MILDURA,-34.1798788,142.1493296,"Tenth Street, Mildura VIC 3500, Australia"
Tesselaar Road,WOLLERT,-37.619949,144.9987584,"Tesselaar Road, Wollert VIC 3750, Australia"
Thacker Street,OCEAN GROVE,-38.2551872,144.5096635,"Thacker Street, Ocean Grove VIC 3226, Australia"
The Avenue,SPOTSWOOD,-37.8265183,144.8745615,"The Avenue, Spotswood VIC 3015, Australia"
The Avenue,SUNBURY,-37.5903812,144.7274709,"The Avenue, Melbourne VIC 3429, Australia"
The Avenue of Honour,BACCHUS MARSH,-37.6790603,144.45550435625705,"The Fruits of Life, 411 Bacchus Marsh Road (The Avenue of Honour), Bacchus Marsh VIC 3340, Australia"
The Boulevard,SHEPPARTON,-36.3636747,145.3895398,"The Boulevard, Shepparton VIC 3630, Australia"
The Boulevard,PORT MELBOURNE,-37.8391978,144.9166607,"The Boulevard, Port Melbourne VIC 3207, Australia"
The Esplanade,TORQUAY,-38.3214933,144.3338919,"The Esplanade, Torquay VIC 3228, Australia"
The Eyrie,EAGLEMONT,-37.7661058,145.0635468,"The Eyrie, Eaglemont VIC 3084, Australia"
The Lakes Boulevard,SOUTH MORANG,-37.641945,145.0690556,"The Lakes Boulevard, South Morang VIC 3752, Australia"
Thistle Street,GOLDEN SQUARE,-36.7729771,144.2688584,"Thistle Street, Golden Square VIC 3555, Australia"
Thomas Street,BRIGHTON EAST,-37.9087956,145.024793,"Thomas Street, Brighton East VIC 3817, Australia"
Thompson Road,BANGHOLME,-38.0712731,145.1892861,"Thompson Road, Bangholme VIC 3175, Australia"
Thompson Road,NORLANE,-38.0870488,144.3480042,"Thompson Road, Norlane VIC 3214, Australia"
Thompsons Road,LYNDHURST,-38.0773772,145.2396637,"Thompsons Road, Lyndhurst VIC 3975, Australia"
Thompsons Road,CRANBOURNE,-38.0779164,145.2415821,"Thompsons Road, Cranbourne West VIC 3977, Australia"
Thompsons Road,NEWBOROUGH,-38.1701314,146.3070257,"Thompsons Road, Newborough VIC 3825, Australia"
Thornhill Road,HIGHTON,-38.1801535,144.3113592,"Thornhill Road, Highton VIC 3216, Australia"
Tinks Road,NARRE WARREN,-38.0141255,145.290263,"Tinks Road, Narre Warren VIC 3805, Australia"
Tobin Street,ARARAT,-37.2924363,142.9211704,"Tobin Street, Ararat VIC 3377, Australia"
Tocumwal Road,NUMURKAH,-36.0815679,145.4451789,"Tocumwal Road, Numurkah VIC 3636, Australia"
Todd Road,PORT MELBOURNE,-37.8265016,144.9116646,"Todd Road, Port Melbourne VIC 3207, Australia"
Todd Road,FISHERMENS BEND,-33.383082,151.467915,"Fishermens Bend, Bateau Bay NSW 2261, Australia"
Tomahawk Creek Road,PIRRON YALLOCK,-38.35,143.43333,"Pirron Yallock (Pirron Yallock), VIC, Australia"
Tomahawk Creek Road,IRREWILLIPE,-38.4,143.41667,"Swan Marsh (Irrewillipe), VIC, Australia"
Tone Road,WANGARATTA,-36.3683584,146.2943216,"Tone Road, Wangaratta VIC 3677, Australia"
Tonkin Avenue,COBURG NORTH,-37.7207789,144.954143,"Tonkin Avenue, Coburg North VIC 3058, Australia"
Toolamba road,MOOROOPNA,-36.3987438,145.3539244,"Toolamba Road, Mooroopna VIC 3629, Australia"
Toomuc Valley Road,PAKENHAM,-38.0168173,145.472971,"Toomuc Valley Road, Pakenham VIC 3810, Australia"
Toorak Road,SOUTH YARRA,-37.8401608,145.0012006,"Toorak Road, South Yarra VIC 3141, Australia"
Toorak Road,TOORAK,-37.8430482,145.0253318,"Toorak Road, Toorak VIC 3142, Australia"
Tooronga Road,GLEN IRIS,-37.8619648,145.0404941,"Tooronga Road, Glen Iris VIC 3144, Australia"
Tooronga Road,HAWTHORN EAST,-37.8455351,145.0449731,"Tooronga Road, Hawthorn East VIC 3123, Australia"
Tooronga Road,MALVERN EAST,-37.8725628,145.0384845,"Tooronga Road, Malvern East VIC 3145, Australia"
Torbay Street,MACLEOD,-37.7198871,145.0787095,"Torbay Street, Macleod VIC 3085, Australia"
Torquay Road,GROVEDALE,-38.2059355,144.3404449,"Torquay Road, Grovedale VIC 3216, Australia"
Townsend Road,NEWCOMB,-38.1631764,144.39533,"Newcomb, City of Greater Geelong, VIC, Australia"
Toyon Road,KALKALLO,-37.5339043,144.9592483,"Toyon Road, Kalkallo VIC 3064, Australia"
Trafalgar-Mirboo North Road,TRAFALGAR SOUTH,-38.244172000000006,146.16245782684774,"Trafalgar South, Shire of Baw Baw, VIC, Australia"
Traralgon Creek Road,TRARALGON SOUTH,-38.29913,146.538151,"Traralgon Creek Road, Traralgon South VIC 3844, Australia"
Traralgon West Road,MARYVALE,-38.1891807,146.489865,"Traralgon West Road, Traralgon VIC 3844, Australia"
Traralgon-Maffra Road,HEYFIELD,-38.0198251,146.732645,"Traralgon - Maffra Road, Heyfield VIC 3858, Australia"
Traralgon-Maffra Road,GLENGARRY,-38.118954,146.57595,"Traralgon - Maffra Road, Glengarry VIC 3854, Australia"
Traralgon-Maffra Road,COWWARR,-38.016513,146.7034162,"Traralgon - Maffra Road, Cowwarr VIC 3857, Australia"
Traralgon-Maffra Road,DENISON,-38.0023542,146.7804278,"Traralgon - Maffra Road, Shire of Wellington VIC 3858, Australia"
Traralgon-Maffra Road,MAFFRA,-37.9693132,146.9494851,"Traralgon - Maffra Road, Maffra VIC 3860, Australia"
Trentham Road,KYNETON,-37.271931,144.4489969,"Trentham Road, Kyneton VIC 3444, Australia"
Trentham Road,TYLDEN,-37.2940174,144.4202541,"Trentham Road, Shire of Macedon Ranges VIC 3444, Australia"
Truemans Road,CAPEL SOUND,-38.367135,144.8629682,"Truemans Road, Capel Sound VIC 3940, Australia"
Truemans Road,TOOTGAROOK,-38.3868219,144.8564793,"Truemans Road, Tootgarook VIC 3939, Australia"
Tucker Road,BENTLEIGH,-37.9202281,145.0509258,"Tucker Road, Bentleigh VIC 3204, Australia"
Tuckfield Street,OCEAN GROVE,-38.2593655,144.5350952,"Tuckfield Street, Ocean Grove VIC 3226, Australia"
Tulip Street,BLACK ROCK,-37.9622538,145.019969,"Tulip Street, Black Rock VIC 3193, Australia"
Twelfth Street,MILDURA,-34.1825798,142.1454966,"Twelfth Street, Mildura VIC 3500, Australia"
Twentieth Street,CARDROSS,-34.2913866,142.1511544,"Twentieth Street, Cardross VIC 3496, Australia"
Twentieth Street,KOORLONG,-34.292143,142.04122483416216,"Koorlong, Rural City of Mildura, VIC, Australia"
Twenty Second Street,RED CLIFFS,-34.272907,142.16306,"Twenty Second Street, Irymple VIC 3498, Australia"
Twyford Road,CLYDE,-38.1281891,145.3285792,"Twyford Road, Clyde VIC 3978, Australia"
Tyabb-Tooradin Road,PEARCEDALE,-38.2053941,145.2532347,"Tyabb - Tooradin Road, Pearcedale VIC 3912, Australia"
Tyers Street,STRATFORD,-37.9592269,147.0814441,"Tyers Street, Stratford VIC 3862, Australia"
U T Creek Road,ALEXANDRA,-37.1949096,145.7791467,"UT Creek Road, Alexandra VIC 3714, Australia"
